"ID";"Telefon dienstlich";"Mobiltelefon";"Fax";"Telefon privat";"Pager-Nummer";"Andere Telefonnummer";"E-Mail dienstlich";"E-Mail privat";"Andere E-Mail";"Verantwortlich";"Logo";"Unternehmensname";"Unternehmenstyp";"Mitarbeiter";"Unternehmenswebsite";"Persönliche Seite";"Facebook-Seite";"LiveJournal";"Twitter";"Andere Website";"Skype-ID";"ICQ-Nummer";"MSN/Live!";"Jabber";"Andere Kontaktmöglichkeit";"Adresse";"Straße";"Zimmernummer / Raum";"Stadt";"Region";"Bundesland / Kanton";"PLZ";"Land";"Rechnungsadresse";"Straße (für Rechnungen)";"Zimmernummer / Raum (für Rechnungen)";"Stadt (für Rechnungen)";"Region (für Rechnungen)";"Bundesland / Kanton (für Rechnungen)";"PLZ (für Rechnungen)";"Land (für Rechnungen)";"Bankverbindung";"Branche";"Jahresgewinn";"Währung";"Kommentar";"Erstellt von";"Erstellt am";"Geändert von";"Geändert am";"Zusatz";"Straße";"PLZ";"Ort";"Land";"Sperrvermerk";"Attribute";"Klientensegmentierung";"Wunschklient";"Letzte Rechnungsstellung (Jahr)";"VS_Kontaktperson";
"1169";"+49 (721) 5981-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Itron Holding Germany GmbH";"";"";"https://www.itron.com/de/pages/default.aspx";"";"";"";"";"";"";"";"";"";"";"Hardeckstr. 2<br />
76185 Kalrsruhe<br/>";"Hardeckstr. 2
76185 Kalrsruhe";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Hardeckstr. 2";"76185";"Kalrsruhe";"DE";"";"";"";"nein";"";"Kai Raedisch";
"1170";"+49 (5724) 390-0";"";"+49 (5724) 390-290";"";"";"";"info@bornemann.com";"";"";"Michael Kasteleiner";"";"ITT Bornemann GmbH";"# nicht ausgewählt #";"<100";"http://www.bornemann.com";"";"";"";"";"";"";"";"";"";"";"Industriestr. 2<br />
31683 Obernkirchen<br/>";"Industriestr. 2
31683 Obernkirchen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"aus &quot;Joh. Heinr. Bornemann GmbH&quot; wurde ITT Bornemann GmbH Ist Standort von ITT Engineered Valves";"Tim Comanns";"19.12.2013 15:19:36";"Beate Büder-Wendelborn";"10.12.2015 11:39:08";"";"Industriestr. 2";"31683";"Obernkirchen";"DE";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"ja";"0";"Nicole Tietz";
"1171";"";"";"";"";"";"";"";"";"";"Tim Comanns";"";"ITT Engineered Valves";"";"";"http://www.engvalves.com";"";"";"";"";"";"";"";"";"";"";"33  CENTERVILLE ROAD <br />
Lancaster PA 17603<br />
United States of America<br/>";"33  CENTERVILLE ROAD 
Lancaster PA 17603
United States of America";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"33  Centerville Road";"PA 17603";"Lancaster";"US";"";"";"";"nein";"";"Nicole Tietz";
"1172";"+49 (2203) 8998 7-0";"";"+49 (2203) 8998 7-27";"";"";"";"";"";"";"Tim Comanns";"";"ITyX Solutions AG";"";"";"http://www.ityx.de";"";"";"";"";"";"";"";"";"";"";"Stollwerckstraße 17-19<br />
51149 Köln<br/>";"Stollwerckstraße 17-19
51149 Köln";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Stollwerckstraße 17-19";"51149";"Köln";"DE";"";"";"";"nein";"";"Benno Löffler";
"1173";"+49 (33234) 9050";"";"";"";"";"";"";"";"";"Tim Comanns";"";"J & S GmbH  Werkzeugbau Stanz- und";"";"";"";"";"";"";"";"";"";"";"";"";"";"Rostocker Str. 11<br />
14641 Wustermark<br/>";"Rostocker Str. 11
14641 Wustermark";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MA 2009: 165 davon 121 GW   
Umsatz 2009 ca.22MIO";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"Dichtungstechnik";"Rostocker Str. 11";"14641";"Wustermark";"DE";"";"";"";"ja";"";"Nicole Tietz";
"1174";"+49 (30) 78 00 95-0";"";"+49 (30) 788 12 14";"";"";"";"info@ambeg.de";"";"";"Tim Comanns";"";"J. Dichter GmbH";"";"";"http://www.ambeg.de";"";"";"";"";"";"";"";"";"";"";"Tempelhofer Weg 65-68<br />
10829 Berlin<br/>";"Tempelhofer Weg 65-68
10829 Berlin";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Tempelhofer Weg 65-68";"10829";"Berlin";"DE";"";"";"";"ja";"";"Lars Vollmer";
"1175";"+49 (4221) 795 - 0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"J. H. Tönnjes GmbH & Co. KG";"";"";"http://www.toennjes.de";"";"";"";"";"";"";"";"";"";"";"Syker Strasse 201<br />
27751 Delmenhorst<br/>";"Syker Strasse 201
27751 Delmenhorst";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Syker Strasse 201";"27751";"Delmenhorst";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1176";"+49 (2352) 542-0";"";"+49 (2352) 542-138";"";"";"";"";"";"";"Michael Kasteleiner";"";"J.D. Geck GmbH";"# nicht ausgewählt #";"<100";"http://www.geck.de/cms/front_content.php?client=1&lang=1&changelang=1";"";"";"";"";"";"";"";"";"";"";"Grünewiese 28<br />
58762 Altena<br/>";"Grünewiese 28
58762 Altena";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:36";"Beate Büder-Wendelborn";"02.02.2017 13:55:11";"";"Grünewiese 28";"58762";"Altena";"DE";"";"";"D-Kunde = unter 50 Mio. Umsatz";"ja";"0";"Nicole Tietz";
"1177";"+49 (7724) 881-0";"";"+49 (7724) 881-371";"";"";"";"info@weisser-web.com";"";"";"Markus Junginger";"";"J.G. WEISSER SÖHNE GmbH & Co. KG";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Bundesstr. 1<br />
78112 St. Georgen<br/>";"Bundesstr. 1
78112 St. Georgen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"Werkzeugmaschinenfabrik, Werkzeugmaschinen, Drehmaschinen";"Tim Comanns";"19.12.2013 15:19:36";"Azra Avdagic";"20.05.2015 13:58:29";"";"Bundesstr. 1";"78112";"St. Georgen";"DE";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"C-Kunde = 150 - 50 Mio. Umsatz";"ja";"0";"Nicole Tietz";
"1179";"+49 (421) 200-40";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Jacobs University Bremen gGmbH";"";"";"http://www.jacobs-university.de/";"";"";"";"";"";"";"";"";"";"";"Campus Ring 1<br />
28759 Bremen<br/>";"Campus Ring 1
28759 Bremen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Campus Ring 1";"28759";"Bremen";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1180";"+49 (2151) 934099-0";"";"+49 (2151) 934099-85";"";"";"";"";"";"";"Tim Comanns";"";"Jagenberg AG";"# nicht ausgewählt #";"<100";"http://www.jagenberg.com/";"";"";"";"";"";"";"";"";"";"";"Kleinewefersstr. 1<br />
47803 Krefeld<br/>";"Kleinewefersstr. 1
47803 Krefeld";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"h) 1.000+";"Tim Comanns";"19.12.2013 15:19:36";"Nicole Tietz";"19.05.2017 13:14:38";"";"";"";"";"DE";"";"";"";"ja";"";"Benno Löffler";
"1181";"+49 (40) 38618956";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Japan Europe Businesses interlogue GmbH";"";"";"http://www.jeb-i.de";"";"";"";"";"";"";"";"";"";"";"St. Annenufer 5<br />
20457 Hamburg<br/>";"St. Annenufer 5
20457 Hamburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"Block Q, Boden IV, c/o K16";"St. Annenufer 5";"20457";"Hamburg";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1182";"+49 (6220) 913342";"";"";"";"";"+49 (173) 4640512";"";"";"";"Tim Comanns";"";"JC LTS Consult";"";"";"http://www.jcltsconsult.org/";"";"";"";"";"";"";"";"";"";"";"Birkenweg 31<br />
69198 Schriesheim<br/>";"Birkenweg 31
69198 Schriesheim";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Birkenweg 31";"69198";"Schriesheim";"DE";"";"";"";"nein";"";"Lars Vollmer";
"1183";"+49 (9082) 71-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"JELD-WEN Deutschland GmbH & Co. KG";"";"";"http://www.jeld-wen.de/";"";"";"";"";"";"";"";"";"";"";"August-Moralt-Str. 1-3<br />
86732 Oettingen<br/>";"August-Moralt-Str. 1-3
86732 Oettingen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Herstellung von Konstruktionsteilen, Fertigbauteilen und Ausbauelementen aus Holz	
MA: 827

früher: Vest-Wood";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"August-Moralt-Str. 1-3";"86732";"Oettingen";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1184";"+49 (4102) 473304";"";"+49 (4102) 30149";"";"";"";"jens.nicolaysen@jnc.de";"";"";"Tim Comanns";"";"JNC";"";"";"http://www.jnc.de/deutschhome.html";"";"";"";"";"";"";"";"";"";"";"Beimorrkamp<br />
22926 Ahrensburg<br/>";"Beimorrkamp
22926 Ahrensburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Beimorrkamp";"22926";"Ahrensburg";"DE";"";"";"";"nein";"";"Benno Löffler";
"1185";"";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Joe Madison GmbH";"";"";"";"";"";"";"";"";"";"";"";"";"";"Leisewitzstr. 41<br />
30175 Hannover<br/>";"Leisewitzstr. 41
30175 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"30% Buchhandlungsrabatt auf das Hörbuch
UStID: DE271341285
Handelsregister-Nr: 205755";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Leisewitzstr. 41";"30175";"Hannover";"DE";"";"";"";"nein";"";"Benno Löffler";
"1186";"+49 (3631) 922-0";"";"+49 (3631) 922-350";"";"";"";"";"";"";"Tim Comanns";"";"Joh. Stiegelmeyer GmbH";"";"";"http://www.stiegelmeyer-gruppe.de";"";"";"";"";"";"";"";"";"";"";"Herforder Str. 2<br />
99734 Nordhausen<br/>";"Herforder Str. 2
99734 Nordhausen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Herforder Str. 2";"99734";"Nordhausen";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1187";"+49 (2041) 402-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Johannes Brockmann GmbH & Co. KG";"";"";"http://www.brockmann-bottrop.de/";"";"";"";"";"";"";"";"";"";"";"Heimannstr. 32<br />
46240 Bottrop<br/>";"Heimannstr. 32
46240 Bottrop";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Heimannstr. 32";"46240";"Bottrop";"DE";"";"";"";"nein";"";"Kai Raedisch";
"1188";"+49 (2174) 65-0";"";"+49 (2174) 65-3100";"";"";"";"";"";"";"Tim Comanns";"";"Johnson Controls GmbH";"";"";"http://www.johnsoncontrols.de/content/de/de.html";"";"";"";"";"";"";"";"";"";"";"Industriestraße 20-30<br />
51399 Burscheid<br/>";"Industriestraße 20-30
51399 Burscheid";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"Automotive Experience";"Industriestraße 20-30";"51399";"Burscheid";"DE";"";"";"";"ja";"";"Lars Vollmer";
"1189";"+49 (5772) 919-0";"";"+49 (5772) 919-274";"";"";"";"";"";"";"Tim Comanns";"";"Johnson Controls GmbH & Co. KG";"";"";"http://www.jci.com/";"";"";"";"";"";"";"";"";"";"";"Brandenburger Ring 2-4<br />
32339 Espelkamp<br/>";"Brandenburger Ring 2-4
32339 Espelkamp";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Ist Standort von Johnson Controls GmbH";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Brandenburger Ring 2-4";"32339";"Espelkamp";"DE";"";"";"";"ja";"";"Kai Raedisch";
"1190";"+49 (621) 8105-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Joseph Vögele AG";"";"";"http://www.voegele.info";"";"";"";"";"";"";"";"";"";"";"Joseph-Vögele-Straße 1<br />
67075 Ludwigshafen<br/>";"Joseph-Vögele-Straße 1
67075 Ludwigshafen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Joseph-Vögele-Straße 1";"67075";"Ludwigshafen";"DE";"";"";"";"nein";"";"Kai Raedisch";
"1193";"+49 (5204) 17-0";"";"+49 (5204) 80368";"";"";"";"";"";"";"Michael Kasteleiner";"";"JUNG PUMPEN GmbH";"# nicht ausgewählt #";"<100";"http://www.jung-pumpen.de";"";"";"";"";"";"";"";"";"";"";"Industriestr. 4-6<br />
33803 Steinhagen<br/>";"Industriestr. 4-6
33803 Steinhagen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"f) 200 bis 499";"Tim Comanns";"19.12.2013 15:19:36";"Azra Avdagic";"27.05.2015 11:45:47";"";"Industriestr. 4-6";"33803";"Steinhagen";"DE";"";"";"D-Kunde = unter 50 Mio. Umsatz";"ja";"0";"Kai Raedisch";
"1194";"+49 (34602) 706-0";"";"+49 (1805) 502325-230";"";"";"";"";"";"";"Tim Comanns";"";"Jungheinrich Landsberg AG & Co. KG";"";"";"http://www.jungheinrich.de";"";"";"";"";"";"";"";"";"";"";"Bitterfelder Straße 2 <br />
06188 Landsberg<br/>";"Bitterfelder Straße 2 
06188 Landsberg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Bitterfelder Straße 2";"6188";"Landsberg";"DE";"";"";"";"nein";"";"Andreas Simon";
"1195";"+49 (40) 5269 -0";"";"+49 (40) 5269 - 781462";"";"";"";"";"";"";"Tim Comanns";"";"Jungheinrich Norderstedt AG & Co. KG";"";"";"http://www.jungheinrich.de";"";"";"";"";"";"";"";"";"";"";"Lawaetzstrasse 9-13<br />
22844 Norderstedt<br/>";"Lawaetzstrasse 9-13
22844 Norderstedt";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Lawaetzstrasse 9-13";"22844";"Norderstedt";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1196";"040-6948-0";"";"";"";"";"";"";"";"";"Martin Mittendorf";"";"Jungheinrich Vertrieb Deutschland AG & Co. KG";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Postfach 700941<br />
22009 Hamburg<br/>";"Postfach 700941
22009 Hamburg";"";"";"";"";"";"";"Am Stadtrand 35<br />
22047 Hamburg<br/>";"Am Stadtrand 35
22047 Hamburg";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:36";"Anja Hauenschild";"04.03.2015 14:03:17";"Abteilung FR-F3 / BK1 1";"Postfach 700941";"22009";"Hamburg";"DE";"";"";"";"nein";"0";"Martin Mittendorf";
"1197";"+49 (5221) 9757-0";"";"+49 (5221) 9757-27";"";"";"";"";"";"";"Tim Comanns";"";"Jürgen Bode GmbH";"";"";"http://www.j-bode.de/";"";"";"";"";"";"";"";"";"";"";"Grüne Str. 146<br />
32052 Herford<br/>";"Grüne Str. 146
32052 Herford";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"e) 100 bis 199";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Grüne Str. 146";"32052";"Herford";"DE";"";"";"";"ja";"";"Kai Raedisch";
"1198";"+49 (202) 6474-0";"";"+49 (202) 6474-700";"";"";"";"";"";"";"Tim Comanns";"";"K.A. Schmersal GmbH";"";"";"http://www.schmersal.de/";"";"";"";"";"";"";"";"";"";"";"Möddinghofe 30<br />
42279 Wuppertal<br/>";"Möddinghofe 30
42279 Wuppertal";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Möddinghofe 30";"42279";"Wuppertal";"DE";"";"";"";"ja";"";"Nicole Tietz";
"1199";"+49 (4473) 94338-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"KAAPKE GmbH";"";"";"http://www.kaapke.com";"";"";"";"";"";"";"";"";"";"";"Süd-Allee 2<br />
49685 Emstek/ecopark<br/>";"Süd-Allee 2
49685 Emstek/ecopark";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Azra Avdagic";"20.11.2014 17:07:44";"";"Süd-Allee 2";"49685";"Emstek/ecopark";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1200";"";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Kabra Extrusionstechnik";"";"";"";"";"";"";"";"";"";"";"";"";"";"MUMBAI<br />
India<br/>";"MUMBAI
India";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"";"";"Mumbai";"IN";"Wettbewerbsverbot: H&B bis Mitte 2016";"";"";"nein";"";"Nicole Tietz";
"1201";"+49 (421) 3055-0";"";"+49 (421) 18251";"";"";"";"";"";"";"Tim Comanns";"";"KAEFER Isoliertechnik GmbH & Co. KG";"";"";"http://www.kaefer.com/";"";"";"";"";"";"";"";"";"";"";"Marktstraße 2 <br />
28195 Bremen<br/>";"Marktstraße 2 
28195 Bremen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:36";"Tim Comanns";"19.12.2013 15:19:36";"";"Marktstraße 2";"28195";"Bremen";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1203";"+49 (9561) 640-0";"";"";"";"";"";"";"";"";"Michael Kasteleiner";"";"Kaeser Kompressoren GmbH";"";"";"http://www.kaeser.de";"";"";"";"";"";"";"";"";"";"";"Carl-Kaeser-Str. 26<br />
96450 Coburg<br/>";"Carl-Kaeser-Str. 26
96450 Coburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Azra Avdagic";"12.03.2015 13:26:36";"";"Carl-Kaeser-Str. 26";"96450";"Coburg";"DE";"";"";"";"ja";"";"Lars Vollmer";
"1204";"+49 (511) 67493-0";"";"";"";"";"";"";"";"";"Michael Kasteleiner";"";"Kählig Antriebstechnik GmbH";"# nicht ausgewählt #";"<100";"";"";"";"";"";"";"";"";"";"";"";"Pappelweg 4<br />
30179 Hannover<br/>";"Pappelweg 4
30179 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:37";"Beate Büder-Wendelborn";"16.07.2015 15:00:30";"";"Pappelweg 4";"30179";"Hannover";"DE";"";"";"D-Kunde = unter 50 Mio. Umsatz";"ja";"0";"Nicole Tietz";
"1205";"+49 (521) 309-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"KAHMANN & ELLERBROCK GmbH & Co. KG";"";"";"http://www.ke.de";"";"";"";"";"";"";"";"";"";"";"Feldstraße 60 <br />
33609 Bielefeld<br/>";"Feldstraße 60 
33609 Bielefeld";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Feldstraße 60";"33609";"Bielefeld";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1206";"+49 (511) 3728104";"";"+49 (511) 3328106";"";"";"";"info@kalms.de";"";"";"Tim Comanns";"";"Kalms Flightcase GmbH";"";"";"http://www.kalms.de";"";"";"";"";"";"";"";"";"";"";"Junkersstr. 14<br />
30179 Hannover<br/>";"Junkersstr. 14
30179 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Junkersstr. 14";"30179";"Hannover";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1207";"+49 (5493) 54844-90";"";"+49 (5493) 54844-88";"";"";"";"info@kalverkamp.de";"";"";"Tim Comanns";"";"Kalverkamp Mittelstandsberatung";"";"";"http://www.kalverkamp.de/startseite/";"";"";"";"";"";"";"";"";"";"";"Meppener Str. 9-11<br />
49597 Rieste-Niedersachsenpark<br/>";"Meppener Str. 9-11
49597 Rieste-Niedersachsenpark";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Meppener Str. 9-11";"49597";"Rieste-Niedersachsenpark";"DE";"";"";"";"nein";"";"Michael Kasteleiner";
"1208";"+49 (511) 899558-0";"";"+49 (511) 899558-30";"";"";"";"";"";"";"Tim Comanns";"";"Kamera Zwei Film- und Fernsehproduktion";"";"";"http://www.kamerazwei.de";"";"";"";"";"";"";"";"";"";"";"Wohlenbergstraße 4<br />
30179 Hannover<br/>";"Wohlenbergstraße 4
30179 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Wohlenbergstraße 4";"30179";"Hannover";"DE";"";"";"";"nein";"";"Benno Löffler";
"1210";"+49 (511) 965 20-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Kanzlei Kaden";"";"";"http://www.axelkaden.de/";"";"";"";"";"";"";"";"";"";"";"Seelhorststr. 16<br />
30175 Hannover<br/>";"Seelhorststr. 16
30175 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Seelhorststr. 16";"30175";"Hannover";"DE";"";"";"";"nein";"";"Lars Vollmer";
"1211";"+49 (9131) 61460-40";"";"+49 (9131) 61460-50";"";"";"";"";"";"";"Tim Comanns";"";"Kanzlei Primas";"";"";"http://www.kanzlei-primas.de/";"";"";"";"";"";"";"";"";"";"";"Birkenallee 31<br />
91088 Bubenreuth<br/>";"Birkenallee 31
91088 Bubenreuth";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"Steuern & Recht";"Birkenallee 31";"91088";"Bubenreuth";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1214";"+49 (511) 99047-0";"";"+49 (511) 99047-10";"";"";"";"";"";"";"Tim Comanns";"";"Kapp, Ebeling & Partner";"";"";"http://www.kapp-ebeling.de/";"";"";"";"";"";"";"";"";"";"";"Berliner Allee 3<br />
30175 Hannover<br/>";"Berliner Allee 3
30175 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"Herr Dr. von Elsner";"Berliner Allee 3";"30175";"Hannover";"DE";"";"";"";"nein";"";"Benno Löffler";
"1215";"+41 (52) 645 41-11";"";"+41 (52) 645 41 99";"";"";"";"";"";"";"Tim Comanns";"";"Karl Augustin AG";"";"";"http://www.augustin.ch/";"";"";"";"";"";"";"";"";"";"";"Im Merzenbrunnen 11<br />
8240 Thayngen<br />
Schweiz<br/>";"Im Merzenbrunnen 11
8240 Thayngen
Schweiz";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Im Merzenbrunnen 11";"8240";"Thayngen";"CH";"";"";"";"nein";"";"Nicole Tietz";
"1216";"+49 (7432) 7040";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Karl Conzelmann GmbH & Co. KG";"";"";"http://www.conzelmann.de/";"";"";"";"";"";"";"";"";"";"";"Kleine Str. 12<br />
72461 Albstadt<br/>";"Kleine Str. 12
72461 Albstadt";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"UNTERWÄSCHE!!!
MA:
Umsatz:";"Tim Comanns";"19.12.2013 15:19:37";"Tim Comanns";"19.12.2013 15:19:37";"";"Kleine Str. 12";"72461";"Albstadt";"DE";"";"";"";"nein";"";"Nicole Tietz";
"1217";"+49 (511) 63086-0";"";"+49 (511) 63086-126";"";"";"";"";"";"";"Michael Kasteleiner";"";"Karl Konzelmann Metallschmelzwerke GmbH & Co.KG";"";"";"http://www.konzelmann.com/web/oetinger/de/home/index.php";"";"";"";"";"";"";"";"";"";"";"Am Brinker Hafen 4<br />
30179 Hannover<br/>";"Am Brinker Hafen 4
30179 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Ist Standort von Aluminiumschmelzwerk Oetinger GmbH";"Tim Comanns";"19.12.2013 15:19:37";"Beate Büder-Wendelborn";"16.07.2015 10:22:00";"";"Am Brinker Hafen 4";"30179";"Hannover";"DE";"";"";"";"ja";"";"Nicole Tietz";
